Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
8205669,"Wicked Appetite (Lizzy & Diesel, #1)",Janet Evanovich,"Evanovich, Janet",,"=""0312652917""","=""9780312652913""",0,3.79,St. Martin's Press,Hardcover,319,2010,2009,,2022/05/16,to-read,to-read (#282),to-read,,,,0,0
10196337,What's Your Number?,Karyn Bosnak,"Bosnak, Karyn",,"=""006206262X""","=""9780062062628""",0,3.55,Harper Paperbacks,Paperback,368,2011,2006,,2022/05/16,to-read,to-read (#281),to-read,,,,0,0
19501,"Eat, Pray, Love",Elizabeth Gilbert,"Gilbert, Elizabeth",,"=""0143038419""","=""9780143038412""",0,3.64,Riverhead Books,Paperback,368,2007,2006,,2022/05/16,to-read,to-read (#280),to-read,,,,0,0
6567017,"Will Grayson, Will Grayson",John Green,"Green, John",David Levithan,"=""0525421580""","=""9780525421580""",0,3.69,Dutton Books,Hardcover,320,2010,2010,,2022/05/16,to-read,to-read (#279),to-read,,,,0,0
571585,"A Promising Man (and About Time, Too)",Elizabeth Young,"Young, Elizabeth",,"=""0060507845""","=""9780060507848""",0,3.74,William Morrow Paperbacks,Paperback,416,2002,2001,,2022/05/16,to-read,to-read (#278),to-read,,,,0,0
53799686,Anxious People,Fredrik Backman,"Backman, Fredrik",Neil   Smith,"=""1982121602""","=""9781982121600""",4,4.17,Simon & Schuster Canada,Paperback,336,2020,2019,2022/04/27,2022/02/20,book-club-reads,book-club-reads (#29),read,,,,1,0
39832183,The Guernsey Literary and Potato Peel Pie Society,Mary Ann Shaffer,"Shaffer, Mary Ann",Annie Barrows,"=""1984801813""","=""9781984801814""",0,4.19,Dial Press Trade Paperback,Paperback,291,2018,2008,,2022/04/06,to-read,to-read (#277),to-read,,,,0,0
55276620,South to America: A Journey Below the Mason Dixon to Understand the Soul of a Nation,Imani Perry,"Perry, Imani",,"=""0062977407""","=""9780062977403""",0,3.97,Ecco,Hardcover,410,2022,2022,,2022/03/29,to-read,to-read (#276),to-read,,,,0,0
57693165,The Christie Affair,Nina de Gramont,"Gramont, Nina de",,"=""1250274613""","=""9781250274618""",0,3.71,St. Martin's Press,Hardcover,320,2022,2022,,2022/03/29,to-read,to-read (#275),to-read,,,,0,0
156538,North and South,Elizabeth Gaskell,"Gaskell, Elizabeth",,"=""0140620192""","=""9780140620191""",0,4.15,Penguin Books,Paperback,521,1994,1855,,2022/03/29,to-read,to-read (#274),to-read,,,,0,0
861326,"The Viscount Who Loved Me (Bridgertons, #2)",Julia Quinn,"Quinn, Julia",,"=""""","=""""",3,3.99,Avon,Mass Market Paperback,480,2006,2000,2022/02/28,2022/02/02,"pride-and-prejudice-inspired, movies-tv-shows","pride-and-prejudice-inspired (#21), movies-tv-shows (#66)",read,,,,1,0
40132775,"House of Sky and Breath (Crescent City, #2)",Sarah J. Maas,"Maas, Sarah J.",,"=""1408884429""","=""9781408884423""",5,4.43,Bloomsbury Publishing,Hardcover,805,2022,2022,2022/03/26,2021/09/27,fantasy,fantasy (#119),read,"Could have been a tad shorter, but WOW did not see that ending coming...",,,1,0
13623848,The Song of Achilles,Madeline Miller,"Miller, Madeline",,"=""""","=""""",0,4.31,Ecco,Paperback,408,2012,2011,,2022/01/06,"to-read, book-club-reads","to-read (#260), book-club-reads (#31)",to-read,,,,0,0
26032912,"The Queen of Nothing (The Folk of the Air, #3)",Holly Black,"Black, Holly",,"=""0316310409""","=""9780316310406""",5,4.34,"Little, Brown",ebook,321,2019,2019,2020/12/27,2020/12/27,"fantasy, re-read","fantasy (#82), re-read (#25)",read,I LOVED this series! Both the second book and this one I finished in a day. I will say the ending was a little predictable but I still loved it nonetheless.,,,2,0
18007564,The Martian,Andy Weir,"Weir, Andy",,"=""0804139024""","=""9780804139021""",0,4.42,Ballantine Books,Hardcover,384,2014,2011,,2021/01/23,"to-read, 2024-tbr","to-read (#200), 2024-tbr (#22)",to-read,,,,0,0
4667024,The Help,Kathryn Stockett,"Stockett, Kathryn",,"=""0399155341""","=""9780399155345""",0,4.47,G.P. Putnam's Sons,Hardcover,464,2009,2009,,2020/04/26,"to-read, movies-tv-shows, 2024-tbr","to-read (#7), movies-tv-shows (#61), 2024-tbr (#3)",to-read,,,,0,0
38980,"The Princess Diaries (The Princess Diaries, #1)",Meg Cabot,"Cabot, Meg",,"=""0613371658""","=""9780613371650""",0,3.81,Turtleback,Library Binding,283,2001,2000,,2020/05/10,"to-read, 2024-tbr","to-read (#45), 2024-tbr (#10)",to-read,,,,0,0
41150380,The Escape Room,Megan Goldin,"Goldin, Megan",,"=""1250219655""","=""9781250219657""",0,3.82,St. Martin's Press,Hardcover,357,2019,2018,,2022/03/09,to-read,to-read (#273),to-read,,,,0,0
26032887,"The Wicked King (The Folk of the Air, #2)",Holly Black,"Black, Holly",,"=""0316310336""","=""9780316310338""",5,4.27,"Little, Brown Books for Young Readers",ebook,336,2019,2019,2020/12/26,2020/12/26,"fantasy, re-read","fantasy (#81), re-read (#24)",read,"I enjoyed this more than the first book. While I am getting tired of the tricks, it makes for a great plot. I still don't know how I feel about Cardan.",,,2,0
59078993,One Night on the Island,Josie Silver,"Silver, Josie",,"=""198482063X""","=""9781984820631""",0,3.74,Ballantine Books,Paperback,368,2022,2022,,2022/03/01,to-read,to-read (#272),to-read,,,,0,0
5996153,"Blood Promise (Vampire Academy, #4)",Richelle Mead,"Mead, Richelle",,"=""1595141987""","=""9781595141989""",4,4.30,Razorbill,Hardcover,503,2009,2009,2021/03/11,2021/03/07,fantasy,fantasy (#96),read,3.5 stars,,,1,0
29588376,"The Lies of Locke Lamora (Gentleman Bastard, #1)",Scott Lynch,"Lynch, Scott",,"=""""","=""""",0,4.30,Spectra,Kindle Edition,752,2016,2006,,2022/02/28,"shelving-for-now, book-club-reads","shelving-for-now (#11), book-club-reads (#30)",shelving-for-now,,,,0,0
168642,In Cold Blood,Truman Capote,"Capote, Truman",,"=""0679745580""","=""9780679745587""",0,4.09,Vintage,Paperback,343,1994,1966,,2020/09/20,"book-club-reads, shelving-for-now","book-club-reads (#5), shelving-for-now (#10)",shelving-for-now,,,,0,0
20518872,"The Three-Body Problem (Remembrance of Earth’s Past, #1)",Liu Cixin,"Cixin, Liu",Ken Liu,"=""""","=""""",0,4.08,Tor Books,Hardcover,472,2014,2006,,2021/08/25,"book-club-reads, shelving-for-now","book-club-reads (#23), shelving-for-now (#9)",shelving-for-now,,,,0,0
199215,A Free Life,Ha Jin,"Jin, Ha",,"=""0375424652""","=""9780375424656""",0,3.71,Pantheon,Hardcover,660,2007,2007,,2021/10/29,"book-club-reads, shelving-for-now","book-club-reads (#25), shelving-for-now (#8)",shelving-for-now,,,,0,0
38447,"The Handmaid’s Tale (The Handmaid's Tale, #1)",Margaret Atwood,"Atwood, Margaret",,"=""038549081X""","=""9780385490818""",0,4.15,Anchor Books,Paperback,311,1998,1985,,2021/08/13,"book-club-reads, to-read","book-club-reads (#21), to-read (#271)",to-read,,,,1,0
52578297,The Midnight Library,Matt Haig,"Haig, Matt",,"=""0525559477""","=""9780525559474""",4,3.98,Viking,Hardcover,288,2020,2020,2021/01/16,2020/12/21,book-club-reads,book-club-reads (#9),read,"Volume 305 Book Club<br/>Family Book Club<br/><br/>This was an interesting read to start the year with, it really made me reflect on my life and the choices I've made.  I really liked the concept of this book, however, I never felt like I got to know any of the characters, especially Nora.",,,1,0
23602569,We Should All Be Feminists,Chimamanda Ngozi Adichie,"Adichie, Chimamanda Ngozi",,"=""110191176X""","=""9781101911761""",0,4.39,Anchor Books,Paperback,52,2015,2012,,2022/02/03,to-read,to-read (#270),to-read,,,,0,0
27333,Silent Spring,Rachel Carson,"Carson, Rachel",,"=""0618249060""","=""9780618249060""",0,4.05,Mariner Books,Paperback,378,2022,1962,,2022/01/22,to-read,to-read (#266),to-read,,,,0,0
40597810,Daisy Jones & The Six,Taylor Jenkins Reid,"Reid, Taylor Jenkins",,"=""1524798622""","=""9781524798628""",0,4.20,Ballantine Books,Hardcover,368,2019,2019,,2022/01/18,"to-read, book-club-reads","to-read (#265), book-club-reads (#28)",to-read,,,,0,0
49504061,The Once and Future Witches,Alix E. Harrow,"Harrow, Alix E.",,"=""0316422045""","=""9780316422048""",0,4.03,Redhook,Hardcover,517,2020,2020,,2022/01/08,to-read,to-read (#264),to-read,,,,0,0
27213168,I Contain Multitudes: The Microbes Within Us and a Grander View of Life,Ed Yong,"Yong, Ed",,"=""0062368591""","=""9780062368591""",0,4.18,Ecco,Hardcover,368,2016,2016,,2022/01/08,to-read,to-read (#263),to-read,,,,0,0
6493208,The Immortal Life of Henrietta Lacks,Rebecca Skloot,"Skloot, Rebecca",,"=""1400052173""","=""9781400052172""",0,4.13,Crown Publishing Group,Hardcover,370,2010,2010,,2022/01/08,to-read,to-read (#262),to-read,,,,0,0
34499221,"To Kill a Kingdom (Hundred Kingdoms, #1)",Alexandra Christo,"Christo, Alexandra",,"=""1250112680""","=""9781250112682""",0,3.71,Feiwel & Friends,Hardcover,344,2018,2018,,2022/01/08,to-read,to-read (#261),to-read,,,,0,0
54814676,Crying in H Mart,Michelle Zauner,"Zauner, Michelle",,"=""0525657746""","=""9780525657743""",0,4.24,Knopf,Hardcover,243,2021,2021,,2022/01/04,to-read,to-read (#259),to-read,,,,0,0
57941477,Love & Other Disasters,Anita Kelly,"Kelly, Anita",,"=""1538754843""","=""9781538754849""",0,3.81,Forever,Paperback,384,2022,2022,,2021/12/28,to-read,to-read (#258),to-read,,,,0,0
23692271,Sapiens: A Brief History of Humankind,Yuval Noah Harari,"Harari, Yuval Noah",,"=""""","=""""",0,4.34,Vintage,Paperback,512,2015,2011,,2021/12/14,"to-read, book-club-reads","to-read (#252), book-club-reads (#27)",to-read,,,,0,0
1934,"Little Women (Little Women, #1)",Louisa May Alcott,"Alcott, Louisa May","Regina Barreca, Grzegorz Komerski, Marta Fihel","=""""","=""""",0,4.17,Signet Classics,Mass Market Paperback,449,2004,1868,,2021/12/15,to-read,to-read (#256),to-read,,,,0,0
29246020,"Scythe (Arc of a Scythe, #1)",Neal Shusterman,"Shusterman, Neal",,"=""""","=""""",0,4.32,Simon & Schuster Books for Young Readers,Kindle Edition,448,2016,2016,,2021/12/14,to-read,to-read (#255),to-read,,,,0,0
34076952,"The Language of Thorns: Midnight Tales and Dangerous Magic (Grishaverse, #0.5, 2.5, 2.6)",Leigh Bardugo,"Bardugo, Leigh",Sara Kipin,"=""125012252X""","=""9781250122520""",0,4.27,Imprint,Hardcover,281,2017,2017,,2021/12/14,to-read,to-read (#254),to-read,,,,0,0
30969741,An Enchantment of Ravens,Margaret  Rogerson,"Rogerson, Margaret",,"=""1481497588""","=""9781481497589""",0,3.64,Margaret K. McElderry Books,Hardcover,304,2017,2017,,2021/03/13,"to-read, 2024-tbr","to-read (#215), 2024-tbr (#24)",to-read,,,,0,0
49127421,"The Awakening (The Dragon Heart Legacy, #1)",Nora Roberts,"Roberts, Nora",,"=""1250272610""","=""9781250272614""",0,4.18,St. Martin's Press,Hardcover,435,2020,2020,,2021/02/25,"to-read, 2024-tbr","to-read (#2), 2024-tbr (#23)",to-read,,,,0,0
54493401,Project Hail Mary,Andy Weir,"Weir, Andy",,"=""0593135202""","=""9780593135204""",0,4.50,Ballantine Books,Hardcover,476,2021,2021,,2021/01/23,"to-read, 2024-tbr, book-club-reads","to-read (#199), 2024-tbr (#21), book-club-reads (#54)",to-read,,,,0,0
32718027,"The City of Brass (The Daevabad Trilogy, #1)",S.A. Chakraborty,"Chakraborty, S.A.",,"=""0062678108""","=""9780062678102""",0,4.14,Harper Voyager,Hardcover,532,2017,2017,,2020/12/22,to-read,to-read (#183),to-read,,,,0,0
40604658,"Jurassic Park (Jurassic Park, #1)",Michael Crichton,"Crichton, Michael",,"=""0307763056""","=""9780307763051""",0,4.12,Ballantine Books,Kindle Edition,466,2012,1990,,2020/11/13,"to-read, 2024-tbr","to-read (#145), 2024-tbr (#19)",to-read,,,,0,0
43744300,"American Royals (American Royals, #1)",Katharine McGee,"McGee, Katharine",,"=""1984830171""","=""9781984830173""",0,3.82,Random House Books for Young Readers,Hardcover,448,2019,2019,,2020/10/29,"to-read, 2024-tbr","to-read (#132), 2024-tbr (#16)",to-read,,,,0,0
55052604,You Should See Me in a Crown,Leah  Johnson,"Johnson, Leah",,"=""133850326X""","=""9781338503265""",0,4.07,Scholastic Press,Hardcover,324,2020,2020,,2020/11/11,"to-read, 2024-tbr","to-read (#144), 2024-tbr (#17)",to-read,,,,0,0
99561,Looking for Alaska,John Green,"Green, John",,"=""1435249151""","=""9781435249158""",0,3.96,Speak,Paperback,221,2006,2005,,2020/08/31,"to-read, 2024-tbr","to-read (#126), 2024-tbr (#15)",to-read,,,,0,0
43355180,"Prince Charming (Royals, #1)",Rachel Hawkins,"Hawkins, Rachel",,"=""1524738255""","=""9781524738259""",0,3.74,Penguin Books,Paperback,296,2019,2018,,2020/07/29,to-read,to-read (#125),to-read,,,,0,0
36439333,Matchmaking for Beginners,Maddie Dawson,"Dawson, Maddie",,"=""1503900681""","=""9781503900684""",0,3.99,Lake Union Publishing,Hardcover,382,2018,2018,,2020/07/05,to-read,to-read (#95),to-read,,,,0,0
46002342,"Me and White Supremacy: Combat Racism, Change the World, and Become a Good Ancestor",Layla F. Saad,"Saad, Layla F.",Robin DiAngelo,"=""1728209803""","=""9781728209807""",0,4.33,Sourcebooks,Hardcover,238,2020,2020,,2020/07/29,"to-read, 2024-tbr","to-read (#124), 2024-tbr (#14)",to-read,,,,0,0
34036335,P.S. from Paris,Marc Levy,"Levy, Marc",Sam Taylor,"=""1477809996""","=""9781477809990""",0,3.71,Amazon Crossing,Kindle Edition,290,2017,2015,,2020/07/05,to-read,to-read (#86),to-read,,,,0,0
33606119,Why I'm No Longer Talking to White People About Race,Reni Eddo-Lodge,"Eddo-Lodge, Reni",,"=""140887055X""","=""9781408870556""",0,4.37,Bloomsbury Circus,Hardcover,249,2017,2017,,2020/06/11,"to-read, 2024-tbr","to-read (#61), 2024-tbr (#11)",to-read,,,,0,0
44612965,Out of the Silence: After the Crash,Eduardo Strauch Urioste,"Urioste, Eduardo Strauch","Mireya Soriano, Jennie Erikson","=""1542042941""","=""9781542042949""",0,3.88,Amazon Crossing,Kindle Edition,172,2019,2012,,2020/07/05,"to-read, 2024-tbr","to-read (#66), 2024-tbr (#12)",to-read,,,,0,0
228333,"The Nanny Diaries (Nanny, #1)",Emma McLaughlin,"McLaughlin, Emma",Nicola Kraus,"=""0312291639""","=""9780312291631""",0,3.47,St. Martins Press-3PL,Paperback,306,2003,2002,,2020/05/18,to-read,to-read (#57),to-read,,,,0,0
7171637,"Clockwork Angel (The Infernal Devices, #1)",Cassandra Clare,"Clare, Cassandra",,"=""1416975861""","=""9781416975861""",0,4.31,Margaret K. McElderry Books,Hardcover,479,2010,2010,,2020/05/10,"to-read, fantasy","to-read (#48), fantasy (#60)",to-read,,,,0,0
6936382,"Anna and the French Kiss (Anna and the French Kiss, #1)",Stephanie Perkins,"Perkins, Stephanie",,"=""0525423273""","=""9780525423270""",0,3.96,Dutton Juvenile,Hardcover,372,2010,2010,,2020/05/10,to-read,to-read (#44),to-read,,,,0,0
3466,"The Wedding (The Notebook, #2)",Nicholas Sparks,"Sparks, Nicholas",,"=""0446615862""","=""9780446615860""",0,4.00,Vision,Mass Market Paperback,276,2005,2003,,2020/05/08,"to-read, 2024-tbr","to-read (#37), 2024-tbr (#8)",to-read,,,,0,0
38255337,One Day in December,Josie Silver,"Silver, Josie",,"=""""","=""""",0,3.83,Ballantine Books,Paperback,393,2018,2018,,2020/05/08,to-read,to-read (#32),to-read,,,,0,0
52410331,"Red, White & Royal Blue",Casey McQuiston,"McQuiston, Casey",,"=""""","=""""",0,4.06,St. Martin's Griffin,Paperback,423,2019,2019,,2020/05/10,"to-read, 2024-tbr","to-read (#43), 2024-tbr (#9)",to-read,,,,0,0
43557477,The Jane Austen Society (Jane Austen Society #1),Natalie Jenner,"Jenner, Natalie",,"=""1250248736""","=""9781250248732""",0,3.73,St. Martin's Press,Hardcover,304,2020,2020,,2020/05/08,"to-read, pride-and-prejudice-inspired, 2024-tbr","to-read (#35), pride-and-prejudice-inspired (#1), 2024-tbr (#7)",to-read,,,,0,0
256683,"City of Bones (The Mortal Instruments, #1)",Cassandra Clare,"Clare, Cassandra",,"=""1416914285""","=""9781416914280""",0,4.07,Margaret K. McElderry Books,Hardcover,485,2007,2007,,2020/05/06,"to-read, fantasy, 2024-tbr","to-read (#25), fantasy (#56), 2024-tbr (#6)",to-read,,,,0,0
18158562,"Crazy Rich Asians (Crazy Rich Asians, #1)",Kevin Kwan,"Kwan, Kevin",,"=""0385536984""","=""9780385536981""",0,3.91,Doubleday,Kindle Edition,546,2013,2013,,2020/05/06,"to-read, 2024-tbr","to-read (#24), 2024-tbr (#5)",to-read,,,,0,0
36862147,"The Hate U Give (The Hate U Give, #1)",Angie Thomas,"Thomas, Angie",,"=""""","=""""",0,4.46,Balzer + Bray,Kindle Edition,447,2017,2017,,2020/05/06,"to-read, 2024-tbr","to-read (#23), 2024-tbr (#4)",to-read,,,,0,0
6442769,Paper Towns,John Green,"Green, John",Gázsity Mila,"=""014241493X""","=""9780142414934""",0,3.70,Speak,Paperback,305,2009,2008,,2020/04/26,"to-read, 2024-tbr","to-read (#6), 2024-tbr (#2)",to-read,,,,0,0
6186357,"The Maze Runner (The Maze Runner, #1)",James Dashner,"Dashner, James",,"=""0385737947""","=""9780385737944""",0,4.05,Delacorte Press,Hardcover,384,2009,2009,,2020/04/26,"to-read, fantasy","to-read (#5), fantasy (#58)",to-read,,,,0,0
13335037,"Divergent (Divergent, #1)",Veronica Roth,"Roth, Veronica",,"=""0062024035""","=""9780062024039""",0,4.13,Katherine Tegen Books,Paperback,487,2012,2011,,2020/04/26,"to-read, fantasy, 2024-tbr","to-read (#1), fantasy (#62), 2024-tbr (#1)",to-read,,,,0,0
17699853,"Chain of Gold (The Last Hours, #1)",Cassandra Clare,"Clare, Cassandra",,"=""1481431870""","=""9781481431873""",0,4.37,Margaret K. McElderry Books,Hardcover,582,2020,2020,,2021/11/30,to-read,to-read (#250),to-read,,,,0,0
27774758,"An Ember in the Ashes (An Ember in the Ashes, #1)",Sabaa Tahir,"Tahir, Sabaa",,"=""""","=""""",0,4.24,Razorbill,Paperback,446,2016,2015,,2021/11/30,to-read,to-read (#249),to-read,,,,0,0
50892212,"These Violent Delights (These Violent Delights, #1)",Chloe Gong,"Gong, Chloe",,"=""1534457690""","=""9781534457690""",0,3.80,Margaret K. McElderry Books,Hardcover,449,2020,2020,,2021/11/30,"to-read, 2024-tbr","to-read (#248), 2024-tbr (#47)",to-read,,,,0,0
54968118,"The Code Breaker: Jennifer Doudna, Gene Editing, and the Future of the Human Race",Walter Isaacson,"Isaacson, Walter",,"=""1982115858""","=""9781982115852""",0,4.28,Simon & Schuster,Hardcover,536,2021,2021,,2021/11/30,to-read,to-read (#247),to-read,,,,0,0
55643287,How the Word Is Passed: A Reckoning with the History of Slavery Across America,Clint   Smith,"Smith, Clint",,"=""0316492930""","=""9780316492935""",0,4.70,"Little, Brown and Company",Hardcover,336,2021,2021,,2021/11/30,to-read,to-read (#246),to-read,,,,0,0
55339007,How Y'all Doing?: Misadventures and Mischief from a Life Well Lived,Leslie Jordan,"Jordan, Leslie",,"=""0063076195""","=""9780063076198""",0,4.14,William Morrow,Hardcover,272,2021,2021,,2021/11/30,to-read,to-read (#245),to-read,,,,0,0
55659629,"It Happened One Summer (Bellinger Sisters, #1)",Tessa Bailey,"Bailey, Tessa",,"=""0063045656""","=""9780063045651""",0,3.91,Avon,Paperback,397,2021,2021,,2021/11/30,to-read,to-read (#244),to-read,,,,0,0
57190892,"The Spanish Love Deception (Spanish Love Deception, #1)",Elena  Armas,"Armas, Elena",,"=""""","=""9798705893843""",0,3.80,Elena Armas,Paperback,482,2021,2021,,2021/11/30,to-read,to-read (#242),to-read,,,,0,0
56554626,"The Ex Hex (The Ex Hex, #1)",Erin Sterling,"Sterling, Erin",,"=""006302747X""","=""9780063027473""",0,3.48,Avon,Paperback,308,2021,2021,,2021/11/30,to-read,to-read (#241),to-read,,,,0,0
11334,Song of Solomon,Toni Morrison,"Morrison, Toni",,"=""140003342X""","=""9781400033423""",0,4.15,Vintage,Paperback,338,2004,1977,,2020/09/08,"book-club-reads, shelving-for-now","book-club-reads (#3), shelving-for-now (#6)",shelving-for-now,,,,0,0
51220325,Conjure Women,Afia Atakora,"Atakora, Afia",,"=""0525511482""","=""9780525511489""",2,3.87,Random House,Hardcover,400,2020,2020,2020/08/11,2020/06/30,book-club-reads,book-club-reads (#1),read,,,,1,0
7670,"The Andromeda Strain (Andromeda, #1)",Michael Crichton,"Crichton, Michael",,"=""0060541814""","=""9780060541811""",4,3.91,Avon,Mass Market Paperback,327,2003,1969,2020/11/21,2020/10/27,book-club-reads,book-club-reads (#6),read,,,,1,0
17380041,Longbourn,Jo Baker,"Baker, Jo",,"=""0385351232""","=""9780385351232""",3,3.67,Knopf,Hardcover,332,2013,2013,2021/03/21,2020/05/15,"pride-and-prejudice-inspired, book-club-reads","pride-and-prejudice-inspired (#6), book-club-reads (#14)",read,,,,1,0
22055262,"A Darker Shade of Magic (Shades of Magic, #1)",V.E. Schwab,"Schwab, V.E.",Victoria Schwab,"=""0765376458""","=""9780765376459""",3,4.04,Tor,Hardcover,400,2015,2015,2021/04/16,2021/03/27,"book-club-reads, fantasy","book-club-reads (#16), fantasy (#100)",read,,,,1,0
13064,Tourist Season,Carl Hiaasen,"Hiaasen, Carl",,"=""0446695718""","=""9780446695718""",3,3.91,Grand Central Publishing,Paperback,404,2005,1986,2021/06/06,2021/04/25,book-club-reads,book-club-reads (#18),read,,,,1,0
55315487,"The Plot (The Book Series, #1)",Jean Hanff Korelitz,"Korelitz, Jean Hanff",,"=""125079076X""","=""9781250790767""",4,3.81,Celadon Books,Hardcover,320,2021,2021,2021/07/18,2021/06/06,book-club-reads,book-club-reads (#19),read,,,,1,0
50623864,The Invisible Life of Addie LaRue,V.E. Schwab,"Schwab, V.E.",Victoria Schwab,"=""0765387565""","=""9780765387561""",4,4.17,Tor Books,Hardcover,448,2020,2020,2021/04/25,2021/02/03,book-club-reads,book-club-reads (#13),read,,,,1,0
34221193,"The Darkest Star (Origin, #1)",Jennifer L. Armentrout,"Armentrout, Jennifer L.",,"=""1250175739""","=""9781250175731""",0,4.19,Tor Teen,Hardcover,367,2018,2018,,2021/11/15,to-read,to-read (#240),to-read,,,,0,0
50548197,"A Deadly Education (The Scholomance, #1)",Naomi Novik,"Novik, Naomi",,"=""0593128486""","=""9780593128480""",0,3.94,Del Rey,Hardcover,320,2020,2020,,2021/11/15,to-read,to-read (#239),to-read,,,,0,0
50719471,"The Traitor Queen (The Bridge Kingdom, #2)",Danielle L. Jensen,"Jensen, Danielle L.",,"=""""","=""""",3,4.22,CLA,ebook,352,2020,2020,2021/11/10,2021/11/09,fantasy,fantasy (#114),read,,,,1,0
53921926,"The Bridge Kingdom (The Bridge Kingdom, #1)",Danielle L. Jensen,"Jensen, Danielle L.",,"=""""","=""""",4,4.04,CLA,Kindle Edition,356,2020,2018,2021/11/09,2021/11/06,fantasy,fantasy (#113),read,3.5 stars,,,1,0
46000520,"The Thursday Murder Club (Thursday Murder Club, #1)",Richard Osman,"Osman, Richard",,"=""""","=""""",0,3.87,Penguin Books,Kindle Edition,382,2020,2020,,2021/11/06,to-read,to-read (#238),to-read,,,,0,0
9938498,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",Erik Larson,"Larson, Erik",,"=""0307408841""","=""9780307408846""",0,3.89,Crown,Hardcover,448,2011,2011,,2021/10/31,to-read,to-read (#237),to-read,,,,0,0
55424891,"Dark Rise (Dark Rise, #1)",C.S. Pacat,"Pacat, C.S.",,"=""0062946161""","=""9780062946164""",0,4.16,Quill Tree Books,ebook,464,2021,2021,,2021/10/31,to-read,to-read (#236),to-read,,,,0,0
56980403,Vespertine,Margaret  Rogerson,"Rogerson, Margaret",,"=""153447711X""","=""9781534477117""",0,4.10,Margaret K. McElderry Books,Hardcover,400,2021,2021,,2021/10/17,to-read,to-read (#235),to-read,,,,0,0
27970416,To Love Jason Thorn,Ella Maise,"Maise, Ella",,"=""""","=""""",3,3.76,,ebook,419,2015,2015,2021/10/02,2021/10/03,,,read,,,,1,0
29939402,Unf*ck Your Habitat: You're Better Than Your Mess,Rachel  Hoffman,"Hoffman, Rachel",,"=""1250102952""","=""9781250102959""",0,3.73,St. Martin's Griffin,Hardcover,224,2017,2017,,2021/02/03,to-read,to-read (#205),to-read,,,,0,0
44778083,"House of Earth and Blood (Crescent City, #1)",Sarah J. Maas,"Maas, Sarah J.",,"=""1635574048""","=""9781635574043""",5,4.45,Bloomsbury Publishing,Hardcover,803,2020,2020,2021/09/27,2020/11/11,fantasy,fantasy (#72),read,I'm tired of SJM killing off my favorite characters.,true,,1,0
41104077,Invisible Women: Data Bias in a World Designed for Men,Caroline Criado Pérez,"Pérez, Caroline Criado",,"=""1419729071""","=""9781419729072""",0,4.34,Abrams Press,Hardcover,448,2019,2019,,2021/09/22,to-read,to-read (#234),to-read,,,,0,0
110391,"The Duke and I (Bridgertons, #1)",Julia Quinn,"Quinn, Julia",,"=""0380800829""","=""9780380800827""",4,3.80,Avon Books,Mass Market Paperback,384,2006,2000,2021/09/07,2021/01/04,"pride-and-prejudice-inspired, movies-tv-shows","pride-and-prejudice-inspired (#13), movies-tv-shows (#63)",read,3.5 stars<br/><br/>Can't believe I'm going to say this but I enjoyed the TV show more than I enjoyed the book...,,,1,0
3236307,"Graceling (Graceling Realm, #1)",Kristin Cashore,"Cashore, Kristin",,"=""015206396X""","=""9780152063962""",0,4.06,Harcourt,Hardcover,471,2008,2008,,2021/09/04,to-read,to-read (#233),to-read,,,,0,0
45156972,The Stopover (The Miles High Club #1),T.L. Swan,"Swan, T.L.",,"=""1542015863""","=""""",0,4.00,Montlake Romance,Kindle Edition,525,2019,2019,,2021/09/02,to-read,to-read (#231),to-read,,,,0,0
14061957,"Ruin and Rising (The Shadow and Bone Trilogy, #3)",Leigh Bardugo,"Bardugo, Leigh",,"=""""","=""""",4,3.97,Henry Holt and Company,Hardcover,432,2014,2014,2021/08/28,2021/08/25,"fantasy, movies-tv-shows","fantasy (#111), movies-tv-shows (#65)",read,"I was a little underwhelmed by this last book as I found Alina to be annoying and the ending a tad anti-climatic.  If I read this series when I was still in middle/high school or even college, I'm sure I would have loved it a lot more. With that being said, I still loved the Grisha universe Bardugo created and am excited to read other series in this world.",,,1,0
48635845,Little Eyes,Samanta Schweblin,"Schweblin, Samanta",,"=""0525541365""","=""9780525541363""",0,3.59,Riverhead Books,Hardcover,256,2020,2018,,2021/08/25,to-read,to-read (#230),to-read,,,,0,0
60931,Kindred,Octavia E. Butler,"Butler, Octavia E.",,"=""0807083690""","=""9780807083697""",4,4.31,Beacon Press,Paperback,288,2004,1979,2010/08/01,2021/08/25,high-school-english,high-school-english (#29),read,,,,1,0
55240343,"The ​Crown of Gilded Bones (Blood and Ash, #3)",Jennifer L. Armentrout,"Armentrout, Jennifer L.",,"=""1952457254""","=""9781952457258""",4,4.16,Blue Box Press,Paperback,645,2021,2021,2021/08/24,2021/07/02,fantasy,fantasy (#110),read,"This book dragged on for me a little bit, I pretty much lost interest about halfway through until it picked back up in the last 5 or so chapters.",,,1,0
